level,category,subType,questionFormat,questionText,passageText,choice1,choice2,choice3,choice4,answerIndex,explanation,questionFocus
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人はなぜ窓を閉めましたか。,外で車の音が大きかったです。うるさいので、窓を閉めました。,방이 추워서,밖의 차 소리가 시끄러워서,비가 와서,잠을 자려고,1,지문에서 밖의 차 소리가 커서 창문을 닫았다고 했으므로 정답은 차 소리가 시끄러워서이다.,인물 의도 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,りょうさんは今どこにいますか。,りょうさんは朝、家を出ました。今は駅で電車を待っています。,집,학교,역,회사,2,지문에서 현재 역에서 전철을 기다리고 있다고 했으므로 정답은 역이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この店の休みはいつですか。,この店は月曜日から土曜日まで開いています。日曜日は休みです。,월요일,토요일,일요일,매일,2,지문에서 일요일은 쉰다고 했으므로 정답은 일요일이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何を借りましたか。,友だちから日本語の辞書を借りました。来週返します。,영어 사전,일본어 사전,소설,우산,1,지문에서 친구에게 일본어 사전을 빌렸다고 했으므로 정답은 일본어 사전이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,子どもは何をしていますか。,子どもたちは公園でボールを使って遊んでいます。,책을 읽고 있다,공으로 놀고 있다,수영하고 있다,노래하고 있다,1,지문에서 아이들이 공원에서 공을 가지고 놀고 있다고 했으므로 정답은 공으로 놀고 있다이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何時に朝ごはんを食べますか。,毎朝六時半に起きます。顔を洗って、七時に朝ごはんを食べます。,6시 30분,7시,7시 30분,8시,1,지문에서 오전 7시에 아침을 먹는다고 했으므로 정답은 7시이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,何を持って行く必要がありますか。,明日は雨が降るでしょう。学校へ行くとき、傘を持って行ってください。,모자,우산,책,물,1,지문에서 비가 올 예정이므로 우산을 가져가라고 했으므로 정답은 우산이다.,세부 정보 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何をしに郵便局へ行きますか。,外国の友だちに手紙を送りたいです。だから、郵便局へ行きます。,돈을 찾으러,편지를 보내러,책을 빌리러,약을 사러,1,지문에서 외국 친구에게 편지를 보내기 위해 우체국에 간다고 했으므로 정답은 편지를 보내러이다.,인물 의도 파악
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,バスは何分後に来ますか。,今は十時です。次のバスは十時十五分に来ます。,5분 후,10분 후,15분 후,20분 후,2,현재 10시이고 다음 버스가 10시 15분에 오므로 15분 후이다.,추론
N5,READING,READING_COMPREHENSION,MULTIPLE_CHOICE,この人は何を作ることができますか。,わたしは料理があまり上手ではありません。でも、たまご料理は作ることができます。,생선 요리,달걀 요리,케이크,카레,1,지문에서 요리는 잘하지 못하지만 달걀 요리는 만들 수 있다고 했으므로 정답은 달걀 요리이다.,세부 정보 파악
