level,category,subType,questionFormat,questionText,choice1,choice2,choice3,choice4,answerIndex,explanation,targetExpression,targetMeaning
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「べんきょうします」의 용법으로 가장 알맞은 것은?,毎日日本語がべんきょうします。,毎日日本語にべんきょうします。,毎日日本語をはたらきます。,毎日日本語をべんきょうします。,3,「べんきょうします」는 '공부하다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,べんきょうします,공부하다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「はたらきます」의 용법으로 가장 알맞은 것은?,銀行ではたらきます。,銀行をはたらきます。,銀行がはたらきます。,銀行でやすみます。,0,「はたらきます」는 '일하다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,はたらきます,일하다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「やすみます」의 용법으로 가장 알맞은 것은?,日曜日をやすみます。,日曜日にやすみます。,日曜日がやすみます。,日曜日にはたらきます。,1,「やすみます」는 '쉬다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,やすみます,쉬다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「おきます」의 용법으로 가장 알맞은 것은?,毎朝六時をおきます。,毎朝六時がおきます。,毎朝六時におきます。,毎朝六時にねます。,2,「おきます」는 '일어나다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,おきます,일어나다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「ねます」의 용법으로 가장 알맞은 것은?,十一時をねます。,十一時がねます。,十一時におきます。,十一時にねます。,3,「ねます」는 '자다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,ねます,자다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「あいます」의 용법으로 가장 알맞은 것은?,駅で友だちにあいます。,駅を友だちにあいます。,駅で友だちをあいます。,駅に友だちがあいます。,0,「あいます」는 '만나다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,あいます,만나다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「かいます」의 용법으로 가장 알맞은 것은?,スーパーをパンをかいます。,スーパーでパンをかいます。,パンがかいます。,スーパーでパンをうります。,1,「かいます」는 '사다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,かいます,사다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「うります」의 용법으로 가장 알맞은 것은?,店を花をうります。,花がうります。,店で花をうります。,店で花をかいます。,2,「うります」는 '팔다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,うります,팔다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「あけます」의 용법으로 가장 알맞은 것은?,まどがあけます。,まどにあけます。,まどをしめます。,まどをあけます。,3,「あけます」는 '열다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,あけます,열다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「しめます」의 용법으로 가장 알맞은 것은?,ドアをしめます。,ドアがしめます。,ドアにしめます。,ドアをあけます。,0,「しめます」는 '닫다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,しめます,닫다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「つけます」의 용법으로 가장 알맞은 것은?,電気がつけます。,電気をつけます。,電気につけます。,電気をけします。,1,「つけます」는 '켜다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,つけます,켜다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「けします」의 용법으로 가장 알맞은 것은?,テレビがけします。,テレビにけします。,テレビをけします。,テレビをつけます。,2,「けします」는 '끄다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,けします,끄다
N5,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「あらいます」의 용법으로 가장 알맞은 것은?,手があらいます。,手にあらいます。,手をきります。,手をあらいます。,3,「あらいます」는 '씻다'의 의미로 정답 문장처럼 사용하는 것이 자연스럽다.,あらいます,씻다
