level,category,subType,questionFormat,questionText,choice1,choice2,choice3,choice4,answerIndex,explanation,targetExpression,targetMeaning
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜と違う」의 용법으로 가장 알맞은 것은?,この答えは私の答えと違います。,この答えは私の答えに違います。,答えを違うと私です。,私は違うを答えにします。,0,"「〜と違う」는 '~와 다르다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜と違う,~와 다르다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜しか〜ない」의 용법으로 가장 알맞은 것은?,財布には千円だけしかあります。,財布には千円しかありません。,千円をしか財布にないです。,私はしかを千円持ちます。,1,"「〜しか〜ない」는 '~밖에 없다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜しか〜ない,~밖에 없다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜だけ」의 용법으로 가장 알맞은 것은?,今日は水しかだけ飲みました。,水をだけに飲みました。,今日は水だけ飲みました。,私はだけを水です。,2,"「〜だけ」는 '~만'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜だけ,~만
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜でも」의 용법으로 가장 알맞은 것은?,コーヒーをでも飲みませんか。,時間でもがあるので飲みます。,私はでもをコーヒーです。,時間があるので、コーヒーでも飲みませんか。,3,"「〜でも」는 '~라도, ~도'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜でも,"~라도, ~도"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜など」의 용법으로 가장 알맞은 것은?,机の上に本やノートなどがあります。,机の上に本などやノートです。,本をなど机にあります。,私はなどをノートに書きます。,0,"「〜など」는 '~등'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜など,~등
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ばかり」의 용법으로 가장 알맞은 것은?,弟はゲームをばかりしています。,弟はゲームばかりしています。,ゲームにばかり弟です。,私はばかりをゲームします。,1,"「〜ばかり」는 '~만, ~한 지 얼마 안 됨'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ばかり,"~만, ~한 지 얼마 안 됨"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜くらい」의 용법으로 가장 알맞은 것은?,駅まで十分をくらいかかります。,歩いてくらい十分です。,駅まで歩いて十分くらいかかります。,私はくらいを駅に歩きます。,2,"「〜くらい」는 '~정도'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜くらい,~정도
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ごろ」의 용법으로 가장 알맞은 것은?,毎晩十一時くらいにごろ寝ます。,十一時をごろ寝ます。,私はごろを毎晩です。,毎晩十一時ごろ寝ます。,3,"「〜ごろ」는 '~쯤'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ごろ,~쯤
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜ずつ」의 용법으로 가장 알맞은 것은?,学生に紙を二枚ずつ配りました。,学生に紙を二枚ごとずつ配りました。,紙をずつ二枚学生です。,私はずつを紙に配ります。,0,"「〜ずつ」는 '~씩'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜ずつ,~씩
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「〜目」의 용법으로 가장 알맞은 것은?,二つの目の建物です。,次の角を右に曲がって、二つ目の建物です。,建物を二つ目に数えますです。,私は目を二つ建物です。,1,"「〜目」는 '~번째'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",〜目,~번째
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「いっぱい」의 용법으로 가장 알맞은 것은?,会場には人をいっぱいいます。,人がいっぱいを会場です。,会場には人がいっぱいいます。,私はいっぱいに人をいます。,2,"「いっぱい」는 '가득, 많이'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",いっぱい,"가득, 많이"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「ちゃんと」의 용법으로 가장 알맞은 것은?,宿題をちゃんとにやってください。,ちゃんとを自分で宿題です。,私はちゃんとで宿題をあります。,宿題はちゃんと自分でやってください。,3,"「ちゃんと」는 '제대로'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",ちゃんと,제대로
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「はっきり」의 용법으로 가장 알맞은 것은?,聞こえないので、もっとはっきり話してください。,もっとはっきりを話してください。,声にはっきりで話します。,私ははっきりを耳で聞きます。,0,"「はっきり」는 '분명히'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",はっきり,분명히
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「ゆっくり」의 용법으로 가장 알맞은 것은?,今日は家をゆっくりに休みます。,今日は家でゆっくり休みます。,ゆっくりを一杯飲みます。,私は休むをゆっくりです。,1,"「ゆっくり」는 '천천히, 푹'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",ゆっくり,"천천히, 푹"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「しっかり」의 용법으로 가장 알맞은 것은?,試験をしっかりに勉強しました。,しっかりを三時間買いました。,試験の前にしっかり勉強しました。,私は勉強でしっかりをします。,2,"「しっかり」는 '단단히, 제대로'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",しっかり,"단단히, 제대로"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「きっと」의 용법으로 가장 알맞은 것은?,きっとを毎日練習します。,この字はきっとに大きいです。,私はきっとで上手をなります。,毎日練習すれば、きっと上手になります。,3,"「きっと」는 '틀림없이, 분명'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",きっと,"틀림없이, 분명"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「急ぐ」의 용법으로 가장 알맞은 것은?,時間がないので、駅まで急ぎました。,時間がないので、駅を急ぎましたに。,私は急ぐを電車に乗りました。,駅が急いで私を歩きます。,0,"「急ぐ」는 '서두르다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",急ぐ,서두르다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「間に合う」의 용법으로 가장 알맞은 것은?,電車を間に合いました。,走ったので、電車に間に合いました。,時間に電車が間に合いをしました。,私は間に合うを駅で乗ります。,1,"「間に合う」는 '시간에 대다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",間に合う,시간에 대다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「遅れる」의 용법으로 가장 알맞은 것은?,事故のため、電車を十分遅れました。,私は遅れるを十分しました。,事故のため、電車が十分遅れました。,電車に遅れて事故です。,2,"「遅れる」는 '늦다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",遅れる,늦다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「迎える」의 용법으로 가장 알맞은 것은?,駅まで友達に迎えに行きました。,友達を迎えて駅が来ました。,私は迎えるを駅に歩きます。,駅まで友達を迎えに行きました。,3,"「迎える」는 '마중하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",迎える,마중하다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「送る」의 용법으로 가장 알맞은 것은?,友達を駅まで送っていきました。,友達に駅まで送っていきました。,駅を友達まで送りました。,私は送るを駅で友達です。,0,"「送る」는 '보내다, 배웅하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",送る,"보내다, 배웅하다"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「運ぶ」의 용법으로 가장 알맞은 것은?,この箱に二階まで運んでください。,この箱を二階まで運んでください。,二階を箱まで運びます。,私は運ぶを二階に箱です。,1,"「運ぶ」는 '나르다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",運ぶ,나르다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「片づける」의 용법으로 가장 알맞은 것은?,テーブルの上に片づけました。,食事を片づけてテーブルです。,食事の後で、テーブルの上を片づけました。,私は片づけるを上でします。,2,"「片づける」는 '정리하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",片づける,정리하다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「直す」의 용법으로 가장 알맞은 것은?,壊れた時計に父を直しました。,父が時計を直すてもらいました。,私は直すを時計に父です。,壊れた時計を父に直してもらいました。,3,"「直す」는 '고치다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",直す,고치다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「治る」의 용법으로 가장 알맞은 것은?,薬を飲んだら、風邪が治りました。,薬を飲んだら、風邪を治りました。,私は治るを風邪にしました。,風邪に治って薬です。,0,"「治る」는 '낫다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",治る,낫다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「治す」의 용법으로 가장 알맞은 것은?,病気が医者を治しました。,医者に病気を治してもらいました。,医者に病気が治してもらいました。,私は治すを病気に医者です。,1,"「治す」는 '고치다, 치료하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",治す,"고치다, 치료하다"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「決める」의 용법으로 가장 알맞은 것은?,旅行の日が日曜日を決めました。,日曜日に旅行を決めるしました。,旅行の日を来週の日曜日に決めました。,私は決めるを旅行に日です。,2,"「決める」는 '정하다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",決める,정하다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「決まる」의 용법으로 가장 알맞은 것은?,会議の日を月曜日に決まりました。,私は決まるを会議にしました。,月曜日が会議を決まります。,会議の日が来週の月曜日に決まりました。,3,"「決まる」는 '정해지다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",決まる,정해지다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「見つける」의 용법으로 가장 알맞은 것은?,なくした鍵を机の下で見つけました。,なくした鍵が机の下を見つけました。,机の下に鍵を見つかりました。,私は見つけるを鍵に机です。,0,"「見つける」는 '찾아내다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",見つける,찾아내다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「見つかる」의 용법으로 가장 알맞은 것은?,なくした鍵を机の下で見つかりました。,なくした鍵が机の下で見つかりました。,私は見つかるを鍵にしました。,机の下が鍵を見つかります。,1,"「見つかる」는 '발견되다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",見つかる,발견되다
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「落とす」의 용법으로 가장 알맞은 것은?,駅で財布が落としてしまいました。,私は落とすを財布に駅です。,駅で財布を落としてしまいました。,財布に駅を落としました。,2,"「落とす」는 '떨어뜨리다, 잃어버리다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",落とす,"떨어뜨리다, 잃어버리다"
N4,LANGUAGE_KNOWLEDGE,USAGE,MULTIPLE_CHOICE,다음 중 「落ちる」의 용법으로 가장 알맞은 것은?,木からりんごを落ちました。,私は落ちるをりんごにしました。,りんごに木が落ちました。,木からりんごが落ちました。,3,"「落ちる」는 '떨어지다'의 의미로, 정답 문장에서 문법과 문맥에 맞게 자연스럽게 사용되었다.",落ちる,떨어지다
