entryId,cefrLevel,unitNumber,expression,partOfSpeech,koreanMeaning,source
EN-B1-00578,B1,29,deprive,verb,박탈하다,CEFRJ_1_5
EN-B1-00579,B1,29,depth,noun,깊이,CEFRJ_1_5
EN-B1-00580,B1,29,derive,verb,끌어내다; 유래하다,CEFRJ_1_5
EN-B1-00581,B1,30,deserve,verb,받을 자격이 있다,CEFRJ_1_5
EN-B1-00582,B1,30,design,verb,설계하다; 디자인하다,CEFRJ_1_5
EN-B1-00583,B1,30,designer,noun,디자이너,CEFRJ_1_5
EN-B1-00584,B1,30,desire,noun,욕구; 갈망,CEFRJ_1_5
EN-B1-00585,B1,30,despair,noun,절망,CEFRJ_1_5
EN-B1-00586,B1,30,desperate,adjective,필사적인,CEFRJ_1_5
EN-B1-00587,B1,30,despite,preposition,~에도 불구하고,CEFRJ_1_5
EN-B1-00588,B1,30,destination,noun,목적지,CEFRJ_1_5
EN-B1-00589,B1,30,destruction,noun,파괴,CEFRJ_1_5
EN-B1-00590,B1,30,destructive,adjective,파괴적인,CEFRJ_1_5
EN-B1-00591,B1,30,detective,noun,탐정,CEFRJ_1_5
EN-B1-00592,B1,30,determination,noun,결단력; 투지,CEFRJ_1_5
EN-B1-00593,B1,30,determine,verb,결정하다; 알아내다,CEFRJ_1_5
EN-B1-00594,B1,30,devastate,verb,황폐화하다,CEFRJ_1_5
EN-B1-00595,B1,30,devastating,adjective,파괴적인; 엄청난,CEFRJ_1_5
EN-B1-00596,B1,30,development,noun,발달; 개발,CEFRJ_1_5
EN-B1-00597,B1,30,device,noun,장치; 기구,CEFRJ_1_5
EN-B1-00598,B1,30,devotion,noun,헌신,CEFRJ_1_5
EN-B1-00599,B1,30,diagram,noun,도표; 다이어그램,CEFRJ_1_5
EN-B1-00600,B1,30,dial,noun,다이얼; 눈금판,CEFRJ_1_5
EN-B1-00601,B1,31,dial,verb,전화를 걸다,CEFRJ_1_5
EN-B1-00602,B1,31,dialog/dialogue,noun,대화,CEFRJ_1_5
EN-B1-00603,B1,31,diameter,noun,지름,CEFRJ_1_5
EN-B1-00604,B1,31,diaper,noun,기저귀,CEFRJ_1_5
EN-B1-00605,B1,31,differ,verb,다르다,CEFRJ_1_5
EN-B1-00606,B1,31,dig,verb,파다,CEFRJ_1_5
EN-B1-00607,B1,31,digital,adjective,디지털의,CEFRJ_1_5
EN-B1-00608,B1,31,diligence,noun,근면,CEFRJ_1_5
EN-B1-00609,B1,31,diligent,adjective,근면한,CEFRJ_1_5
EN-B1-00610,B1,31,dioxide,noun,이산화물,CEFRJ_1_5
EN-B1-00611,B1,31,direct,verb,지휘하다; 길을 안내하다,CEFRJ_1_5
EN-B1-00612,B1,31,directly,adverb,직접; 곧바로,CEFRJ_1_5
EN-B1-00613,B1,31,dirt,noun,먼지; 흙,CEFRJ_1_5
EN-B1-00614,B1,31,disability,noun,장애,CEFRJ_1_5
EN-B1-00615,B1,31,disable,verb,사용 불능하게 하다,CEFRJ_1_5
EN-B1-00616,B1,31,disabled,adjective,장애가 있는,CEFRJ_1_5
EN-B1-00617,B1,31,disagreement,noun,불일치; 의견 충돌,CEFRJ_1_5
EN-B1-00618,B1,31,disappoint,verb,실망시키다,CEFRJ_1_5
EN-B1-00619,B1,31,disappointment,noun,실망,CEFRJ_1_5
EN-B1-00620,B1,31,disaster,noun,재난,CEFRJ_1_5
EN-B1-00621,B1,32,disastrous,adjective,재앙의; 비참한,CEFRJ_1_5
EN-B1-00622,B1,32,disc jockey/disk jockey,noun,디스크 자키,CEFRJ_1_5
EN-B1-00623,B1,32,discomfort,noun,불편,CEFRJ_1_5
EN-B1-00624,B1,32,discount,noun,할인,CEFRJ_1_5
EN-B1-00625,B1,32,discourage,verb,낙담시키다,CEFRJ_1_5
EN-B1-00626,B1,32,discovery,noun,발견,CEFRJ_1_5
EN-B1-00627,B1,32,discrimination,noun,차별,CEFRJ_1_5
EN-B1-00628,B1,32,disease,noun,질병,CEFRJ_1_5
EN-B1-00629,B1,32,disgusting,adjective,역겨운,CEFRJ_1_5
EN-B1-00630,B1,32,dishwasher,noun,식기 세척기,CEFRJ_1_5
EN-B1-00631,B1,32,disk/disc,noun,디스크; 원반,CEFRJ_1_5
EN-B1-00632,B1,32,dislike,verb,싫어하다,CEFRJ_1_5
EN-B1-00633,B1,32,display,verb,전시하다; 보여주다,CEFRJ_1_5
EN-B1-00634,B1,32,dissolve,verb,녹이다; 용해하다,CEFRJ_1_5
EN-B1-00635,B1,32,distance,noun,거리,CEFRJ_1_5
EN-B1-00636,B1,32,distant,adjective,먼,CEFRJ_1_5
EN-B1-00637,B1,32,distinction,noun,구별; 차이,CEFRJ_1_5
EN-B1-00638,B1,32,distinctly,adverb,뚜렷하게,CEFRJ_1_5
EN-B1-00639,B1,32,distinguish,verb,구별하다,CEFRJ_1_5
EN-B1-00640,B1,32,distribute,verb,분배하다; 유통하다,CEFRJ_1_5
EN-B1-00641,B1,33,distribution,noun,분배; 유통,CEFRJ_1_5
EN-B1-00642,B1,33,district,noun,지구; 지역,CEFRJ_1_5
EN-B1-00643,B1,33,disturbance,noun,방해; 소란,CEFRJ_1_5
EN-B1-00644,B1,33,dive,noun,다이빙,CEFRJ_1_5
EN-B1-00645,B1,33,dive,verb,다이빙하다; 뛰어들다,CEFRJ_1_5
EN-B1-00646,B1,33,diver,noun,다이버,CEFRJ_1_5
EN-B1-00647,B1,33,diverse,adjective,다양한,CEFRJ_1_5
EN-B1-00648,B1,33,divide,noun,차이; 분열; 경계,CEFRJ_1_5
EN-B1-00649,B1,33,divine,adjective,신성한,CEFRJ_1_5
EN-B1-00650,B1,33,diving,noun,다이빙,CEFRJ_1_5
EN-B1-00651,B1,33,divorced,adjective,이혼한,CEFRJ_1_5
EN-B1-00652,B1,33,DJ,noun,디제이,CEFRJ_1_5
EN-B1-00653,B1,33,doc,noun,의사,CEFRJ_1_5
EN-B1-00654,B1,33,document,noun,문서; 서류,CEFRJ_1_5
EN-B1-00655,B1,33,documentary,noun,다큐멘터리,CEFRJ_1_5
EN-B1-00656,B1,33,dolphin,noun,돌고래,CEFRJ_1_5
EN-B1-00657,B1,33,dot,noun,점,CEFRJ_1_5
EN-B1-00658,B1,33,downstairs,adjective,아래층의,CEFRJ_1_5
EN-B1-00659,B1,33,downward,adjective,아래쪽으로 향하는,CEFRJ_1_5
EN-B1-00660,B1,33,doze,noun,졸음; 잠깐 잠,CEFRJ_1_5
EN-B1-00661,B1,34,dozen,determiner,12개의,CEFRJ_1_5
EN-B1-00662,B1,34,dozen,noun,12개,CEFRJ_1_5
EN-B1-00663,B1,34,drag,verb,끌다,CEFRJ_1_5
EN-B1-00664,B1,34,dramatic,adjective,극적인; 인상적인,CEFRJ_1_5
EN-B1-00665,B1,34,drown,verb,익사하다,CEFRJ_1_5
EN-B1-00666,B1,34,drunk,adjective,취한,CEFRJ_1_5
EN-B1-00667,B1,34,dude,noun,녀석; 친구,CEFRJ_1_5
EN-B1-00668,B1,34,dull,adjective,지루한; 둔한,CEFRJ_1_5
EN-B1-00669,B1,34,dump,noun,쓰레기장,CEFRJ_1_5
EN-B1-00670,B1,34,dump,verb,버리다,CEFRJ_1_5
EN-B1-00671,B1,34,dustbin,noun,쓰레기통,CEFRJ_1_5
EN-B1-00672,B1,34,dusty,adjective,먼지투성이의,CEFRJ_1_5
EN-B1-00673,B1,34,duty,noun,의무; 직무,CEFRJ_1_5
EN-B1-00674,B1,34,duty-free,adjective,면세의,CEFRJ_1_5
EN-B1-00675,B1,34,duvet,noun,이불,CEFRJ_1_5
EN-B1-00676,B1,34,dynasty,noun,왕조,CEFRJ_1_5
EN-B1-00677,B1,34,eager,adjective,열망하는,CEFRJ_1_5
EN-B1-00678,B1,34,eagerness,noun,열망,CEFRJ_1_5
EN-B1-00679,B1,34,earache,noun,귀앓이,CEFRJ_1_5
EN-B1-00680,B1,34,earnest,adjective,진지한,CEFRJ_1_5
EN-B1-00681,B1,35,eastern,adjective,동쪽의,CEFRJ_1_5
EN-B1-00682,B1,35,easygoing/easy-going,adjective,태평한,CEFRJ_1_5
EN-B1-00683,B1,35,eco,noun,환경 친화적인,CEFRJ_1_5
EN-B1-00684,B1,35,ecological,adjective,생태학적인,CEFRJ_1_5
EN-B1-00685,B1,35,ecology,noun,생태학,CEFRJ_1_5
EN-B1-00686,B1,35,economic,adjective,경제의,CEFRJ_1_5
EN-B1-00687,B1,35,economics,noun,경제학,CEFRJ_1_5
EN-B1-00688,B1,35,economy,noun,경제,CEFRJ_1_5
EN-B1-00689,B1,35,ecosystem,noun,생태계,CEFRJ_1_5
EN-B1-00690,B1,35,ecstasy,noun,황홀경,CEFRJ_1_5
EN-B1-00691,B1,35,edge,noun,가장자리,CEFRJ_1_5
EN-B1-00692,B1,35,edition,noun,판; 판본,CEFRJ_1_5
EN-B1-00693,B1,35,educate,verb,교육하다,CEFRJ_1_5
EN-B1-00694,B1,35,effective,adjective,효과적인,CEFRJ_1_5
EN-B1-00695,B1,35,efficiency,noun,효율성,CEFRJ_1_5
EN-B1-00696,B1,35,efficient,adjective,효율적인,CEFRJ_1_5
EN-B1-00697,B1,35,either,determiner,어느 한쪽의,CEFRJ_1_5
EN-B1-00698,B1,35,either,pronoun,어느 한쪽,CEFRJ_1_5
EN-B1-00699,B1,35,elbow,noun,팔꿈치,CEFRJ_1_5
EN-B1-00700,B1,35,election,noun,선거,CEFRJ_1_5
EN-B1-00701,B1,36,electrical,adjective,전기의,CEFRJ_1_5
EN-B1-00702,B1,36,electricity,noun,전기,CEFRJ_1_5
EN-B1-00703,B1,36,electron,noun,전자,CEFRJ_1_5
EN-B1-00704,B1,36,electronic,adjective,전자의,CEFRJ_1_5
EN-B1-00705,B1,36,element,noun,요소; 원소,CEFRJ_1_5
EN-B1-00706,B1,36,eliminate,verb,제거하다,CEFRJ_1_5
EN-B1-00707,B1,36,embarrass,verb,당황하게 하다,CEFRJ_1_5
EN-B1-00708,B1,36,embarrassed,adjective,당황한,CEFRJ_1_5
EN-B1-00709,B1,36,embarrassment,noun,당황,CEFRJ_1_5
EN-B1-00710,B1,36,emerge,verb,나타나다; 드러나다,CEFRJ_1_5
EN-B1-00711,B1,36,emotion,noun,감정,CEFRJ_1_5
EN-B1-00712,B1,36,emotional,adjective,감정적인,CEFRJ_1_5
EN-B1-00713,B1,36,emotionally,adverb,감정적으로,CEFRJ_1_5
EN-B1-00714,B1,36,emperor,noun,황제,CEFRJ_1_5
EN-B1-00715,B1,36,emphasis,noun,강조,CEFRJ_1_5
EN-B1-00716,B1,36,emphasize/emphasize,verb,강조하다,CEFRJ_1_5
EN-B1-00717,B1,36,empire,noun,제국,CEFRJ_1_5
EN-B1-00718,B1,36,employment,noun,고용,CEFRJ_1_5
EN-B1-00719,B1,36,enable,verb,가능하게 하다,CEFRJ_1_5
EN-B1-00720,B1,36,enclose,verb,동봉하다; 둘러싸다,CEFRJ_1_5
EN-B1-00721,B1,37,encounter,noun,만남; 마주침,CEFRJ_1_5
EN-B1-00722,B1,37,encouragement,noun,격려,CEFRJ_1_5
EN-B1-00723,B1,37,encouraging,adjective,격려하는,CEFRJ_1_5
EN-B1-00724,B1,37,encyclopedia/encyclopaedia,noun,백과사전,CEFRJ_1_5
EN-B1-00725,B1,37,endanger,verb,위태롭게 하다,CEFRJ_1_5
EN-B1-00726,B1,37,endless,adjective,끝없는; 영원한,CEFRJ_1_5
EN-B1-00727,B1,37,endure,verb,견디다; 참다,CEFRJ_1_5
EN-B1-00728,B1,37,enemy,noun,적; 적군,CEFRJ_1_5
EN-B1-00729,B1,37,engage,verb,관여하다; 종사하다; 약속하다,CEFRJ_1_5
EN-B1-00730,B1,37,engaged,adjective,약혼한; 바쁜,CEFRJ_1_5
EN-B1-00731,B1,37,engine,noun,엔진; 기관,CEFRJ_1_5
EN-B1-00732,B1,37,engineering,noun,공학,CEFRJ_1_5
EN-B1-00733,B1,37,Englishman,noun,영국인,CEFRJ_1_5
EN-B1-00734,B1,37,enjoyable,adjective,즐거운,CEFRJ_1_5
EN-B1-00735,B1,37,enjoyment,noun,즐거움; 향유,CEFRJ_1_5
EN-B1-00736,B1,37,enrich,verb,풍요롭게 하다; 질을 높이다,CEFRJ_1_5
EN-B1-00737,B1,37,ensure,verb,보장하다; 확실하게 하다,CEFRJ_1_5
EN-B1-00738,B1,37,entertain,verb,즐겁게 하다; 대접하다,CEFRJ_1_5
EN-B1-00739,B1,37,entertainer,noun,연예인; 엔터테이너,CEFRJ_1_5
EN-B1-00740,B1,37,enthusiasm,noun,열정; 열광,CEFRJ_1_5
EN-B1-00741,B1,38,enthusiast,noun,애호가; 열광자,CEFRJ_1_5
EN-B1-00742,B1,38,enthusiastic,adjective,열렬한; 열광적인,CEFRJ_1_5
EN-B1-00743,B1,38,entire,adjective,전체의; 완전한,CEFRJ_1_5
EN-B1-00744,B1,38,entirely,adverb,완전히; 전적으로,CEFRJ_1_5
EN-B1-00745,B1,38,entry,noun,입구; 기입; 참가,CEFRJ_1_5
EN-B1-00746,B1,38,environmental,adjective,환경의,CEFRJ_1_5
EN-B1-00747,B1,38,environmentalist,noun,환경 보호론자,CEFRJ_1_5
EN-B1-00748,B1,38,equal,adjective,동등한; 평등한,CEFRJ_1_5
EN-B1-00749,B1,38,equality,noun,평등; 균등,CEFRJ_1_5
EN-B1-00750,B1,38,equally,adverb,똑같이; 균등하게,CEFRJ_1_5
EN-B1-00751,B1,38,equipment,noun,장비; 설비,CEFRJ_1_5
EN-B1-00752,B1,38,era,noun,시대; 연대,CEFRJ_1_5
EN-B1-00753,B1,38,escape,verb,탈출하다; 벗어나다,CEFRJ_1_5
EN-B1-00754,B1,38,essence,noun,본질; 정수,CEFRJ_1_5
EN-B1-00755,B1,38,essential,adjective,필수적인; 본질적인,CEFRJ_1_5
EN-B1-00756,B1,38,establishment,noun,설립; 시설; 기관,CEFRJ_1_5
EN-B1-00757,B1,38,estimate,verb,추정하다; 평가하다,CEFRJ_1_5
EN-B1-00758,B1,38,eternal,adjective,영원한,CEFRJ_1_5
EN-B1-00759,B1,38,eternity,noun,영원; 영겁,CEFRJ_1_5
EN-B1-00760,B1,38,even,adjective,평평한; 균등한; 짝수의,CEFRJ_1_5
EN-B1-00761,B1,39,evenly,adverb,고르게; 균등하게,CEFRJ_1_5
EN-B1-00762,B1,39,eventually,adverb,결국; 마침내,CEFRJ_1_5
EN-B1-00763,B1,39,evident,adjective,분명한; 명백한,CEFRJ_1_5
EN-B1-00764,B1,39,exact,adjective,정확한; 꼼꼼한,CEFRJ_1_5
EN-B1-00765,B1,39,examination,noun,시험; 검사; 조사,CEFRJ_1_5
EN-B1-00766,B1,39,examine,verb,검사하다; 조사하다,CEFRJ_1_5
EN-B1-00767,B1,39,examiner,noun,시험관; 검사관,CEFRJ_1_5
EN-B1-00768,B1,39,excellence,noun,탁월함; 우수성,CEFRJ_1_5
EN-B1-00769,B1,39,excess,noun,초과; 과잉,CEFRJ_1_5
EN-B1-00770,B1,39,exchange,verb,교환하다; 주고받다,CEFRJ_1_5
EN-B1-00771,B1,39,exchange rate,noun,환율,CEFRJ_1_5
EN-B1-00772,B1,39,excitedly,adverb,흥분하여; 신나서,CEFRJ_1_5
EN-B1-00773,B1,39,excitement,noun,흥분; 신남,CEFRJ_1_5
EN-B1-00774,B1,39,exclusive,adjective,독점적인; 배타적인,CEFRJ_1_5
EN-B1-00775,B1,39,excuse,verb,용서하다; 변명하다,CEFRJ_1_5
EN-B1-00776,B1,39,exhausted,adjective,기진맥진한; 지친,CEFRJ_1_5
EN-B1-00777,B1,39,existence,noun,존재; 실재,CEFRJ_1_5
EN-B1-00778,B1,39,exit,noun,출구; 퇴장,CEFRJ_1_5
EN-B1-00779,B1,39,exit,verb,나가다; 퇴장하다,CEFRJ_1_5
EN-B1-00780,B1,39,expand,verb,확장하다; 팽창하다,CEFRJ_1_5
EN-B1-00781,B1,40,expense,noun,비용; 지출,CEFRJ_1_5
EN-B1-00782,B1,40,experience,verb,경험하다; 겪다,CEFRJ_1_5
EN-B1-00783,B1,40,experienced,adjective,경험이 풍부한; 숙련된,CEFRJ_1_5
EN-B1-00784,B1,40,experiment,noun,실험,CEFRJ_1_5
EN-B1-00785,B1,40,exploration,noun,탐험; 탐구,CEFRJ_1_5
EN-B1-00786,B1,40,explosion,noun,폭발,CEFRJ_1_5
EN-B1-00787,B1,40,expose,verb,노출하다; 드러내다,CEFRJ_1_5
EN-B1-00788,B1,40,express,verb,표현하다; 나타내다,CEFRJ_1_5
EN-B1-00789,B1,40,extend,verb,연장하다; 확장하다,CEFRJ_1_5
EN-B1-00790,B1,40,extensively,adverb,광범위하게; 널리,CEFRJ_1_5
EN-B1-00791,B1,40,extent,noun,정도; 범위; 크기,CEFRJ_1_5
EN-B1-00792,B1,40,extinct,adjective,멸종된; 사라진,CEFRJ_1_5
EN-B1-00793,B1,40,extinction,noun,멸종,CEFRJ_1_5
EN-B1-00794,B1,40,extra,noun,추가; 여분,CEFRJ_1_5
EN-B1-00795,B1,40,extraordinary,adjective,비범한; 놀라운,CEFRJ_1_5
EN-B1-00796,B1,40,extreme,adjective,극도의; 극심한,CEFRJ_1_5
EN-B1-00797,B1,40,extreme sports,noun,익스트림 스포츠,CEFRJ_1_5
EN-B1-00798,B1,40,eyesight,noun,시력,CEFRJ_1_5
EN-B1-00799,B1,40,face to face,adverb,직접; 맞대고,CEFRJ_1_5
EN-B1-00800,B1,40,face-to-face,adjective,직접 대면하는,CEFRJ_1_5
EN-B1-00801,B1,41,facility,noun,시설; 기능; 재능,CEFRJ_1_5
EN-B1-00802,B1,41,fade,verb,희미해지다; 서서히 사라지다,CEFRJ_1_5
EN-B1-00803,B1,41,failure,noun,실패; 고장,CEFRJ_1_5
EN-B1-00804,B1,41,faint,adjective,희미한; 어지러운,CEFRJ_1_5
EN-B1-00805,B1,41,fair,noun,박람회; 축제,CEFRJ_1_5
EN-B1-00806,B1,41,faithful,adjective,충실한; 신의 있는,CEFRJ_1_5
EN-B1-00807,B1,41,fake,adjective,가짜의; 모조의,CEFRJ_1_5
EN-B1-00808,B1,41,fall,noun,낙하; 하락; 가을,CEFRJ_1_5
EN-B1-00809,B1,41,fallen,adjective,떨어진; 쓰러진,CEFRJ_1_5
EN-B1-00810,B1,41,fancy,noun,공상; 기호,CEFRJ_1_5
EN-B1-00811,B1,41,fancy,verb,좋아하다; 원하다,CEFRJ_1_5
EN-B1-00812,B1,41,fantasy,noun,공상; 판타지,CEFRJ_1_5
EN-B1-00813,B1,41,faraway,adjective,먼; 아득한,CEFRJ_1_5
EN-B1-00814,B1,41,farewell,noun,작별; 송별,CEFRJ_1_5
EN-B1-00815,B1,41,farming,noun,농업; 농사,CEFRJ_1_5
EN-B1-00816,B1,41,farmland,noun,농경지,CEFRJ_1_5
EN-B1-00817,B1,41,farther,adverb,더 멀리,CEFRJ_1_5
EN-B1-00818,B1,41,farthest,adverb,가장 멀리,CEFRJ_1_5
EN-B1-00819,B1,41,fascinate,verb,매혹하다; 마음을 사로잡다,CEFRJ_1_5
EN-B1-00820,B1,41,fashionable,adjective,유행하는,CEFRJ_1_5
EN-B1-00821,B1,42,fasten,verb,잠그다; 고정하다,CEFRJ_1_5
EN-B1-00822,B1,42,favorable/favourable,adjective,호의적인; 유리한,CEFRJ_1_5
EN-B1-00823,B1,42,fax,noun,팩스,CEFRJ_1_5
EN-B1-00824,B1,42,fax,verb,팩스를 보내다,CEFRJ_1_5
EN-B1-00825,B1,42,feast,noun,연회; 축제,CEFRJ_1_5
EN-B1-00826,B1,42,feed,verb,먹이를 주다; 공급하다,CEFRJ_1_5
EN-B1-00827,B1,42,fellow,noun,동료; 친구,CEFRJ_1_5
EN-B1-00828,B1,42,ferry,noun,연락선; 페리,CEFRJ_1_5
EN-B1-00829,B1,42,festive,adjective,축제의; 즐거운,CEFRJ_1_5
EN-B1-00830,B1,42,fetch,verb,가서 가져오다,CEFRJ_1_5
EN-B1-00831,B1,42,feverishly,adverb,열광적으로; 몹시 흥분하여,CEFRJ_1_5
EN-B1-00832,B1,42,few,pronoun,소수의 사람들,CEFRJ_1_5
EN-B1-00833,B1,42,fifth,noun,다섯 번째,CEFRJ_1_5
EN-B1-00834,B1,42,fight,verb,싸우다,CEFRJ_1_5
EN-B1-00835,B1,42,filling,noun,속재료; 충전물,CEFRJ_1_5
EN-B1-00836,B1,42,film,verb,영화로 찍다; 촬영하다,CEFRJ_1_5
EN-B1-00837,B1,42,film-maker,noun,영화 제작자,CEFRJ_1_5
EN-B1-00838,B1,42,filter,noun,필터; 여과 장치,CEFRJ_1_5
EN-B1-00839,B1,42,finance,verb,자금을 대다,CEFRJ_1_5
EN-B1-00840,B1,42,financial,adjective,재정의; 금융의,CEFRJ_1_5
EN-B1-00841,B1,43,finding,noun,발견물; 조사 결과,CEFRJ_1_5
EN-B1-00842,B1,43,fine,noun,벌금,CEFRJ_1_5
EN-B1-00843,B1,43,finger,noun,손가락,CEFRJ_1_5
EN-B1-00844,B1,43,fire station,noun,소방서,CEFRJ_1_5
EN-B1-00845,B1,43,firefighter,noun,소방관,CEFRJ_1_5
EN-B1-00846,B1,43,firework,noun,불꽃놀이,CEFRJ_1_5
EN-B1-00847,B1,43,firm,adjective,단단한; 확고한,CEFRJ_1_5
EN-B1-00848,B1,43,firm,noun,회사,CEFRJ_1_5
EN-B1-00849,B1,43,firmly,adverb,단단히; 확고하게,CEFRJ_1_5
EN-B1-00850,B1,43,first floor,noun,2층,CEFRJ_1_5
EN-B1-00851,B1,43,first lady,noun,영부인,CEFRJ_1_5
EN-B1-00852,B1,43,first-floor,adjective,2층의,CEFRJ_1_5
EN-B1-00853,B1,43,fish,verb,낚시하다,CEFRJ_1_5
EN-B1-00854,B1,43,fit,verb,맞다; 적합하다,CEFRJ_1_5
EN-B1-00855,B1,43,fitness,noun,건강; 신체 단련,CEFRJ_1_5
EN-B1-00856,B1,43,fix,verb,고치다; 정하다,CEFRJ_1_5
EN-B1-00857,B1,43,flash,adjective,번쩍이는; 화려한,CEFRJ_1_5
EN-B1-00858,B1,43,flat,adjective,평평한; 바람이 빠진,CEFRJ_1_5
EN-B1-00859,B1,43,flavor/flavour,noun,맛; 풍미,CEFRJ_1_5
EN-B1-00860,B1,43,float,verb,뜨다; 떠다니다,CEFRJ_1_5
EN-B1-00861,B1,44,flock,noun,무리; 떼,CEFRJ_1_5
EN-B1-00862,B1,44,flood,verb,침수시키다; 범람하다,CEFRJ_1_5
EN-B1-00863,B1,44,flow,noun,흐름; 유동,CEFRJ_1_5
EN-B1-00864,B1,44,flow,verb,흐르다,CEFRJ_1_5
EN-B1-00865,B1,44,flu,noun,독감,CEFRJ_1_5
EN-B1-00866,B1,44,fluent,adjective,유창한,CEFRJ_1_5
EN-B1-00867,B1,44,fluently,adverb,유창하게,CEFRJ_1_5
EN-B1-00868,B1,44,flunk,verb,낙제하다,CEFRJ_1_5
EN-B1-00869,B1,44,flute,noun,플루트,CEFRJ_1_5
EN-B1-00870,B1,44,fold,noun,접은 자국; 주름,CEFRJ_1_5
EN-B1-00871,B1,44,fold,verb,접다,CEFRJ_1_5
EN-B1-00872,B1,44,folk,noun,사람들; 가족,CEFRJ_1_5
EN-B1-00873,B1,44,fond,adjective,좋아하는; 다정한,CEFRJ_1_5
EN-B1-00874,B1,44,fondness,noun,좋아함; 애정,CEFRJ_1_5
EN-B1-00875,B1,44,fool,verb,속이다; 바보 취급하다,CEFRJ_1_5
EN-B1-00876,B1,44,foolish,adjective,어리석은,CEFRJ_1_5
EN-B1-00877,B1,44,foot,noun,발,CEFRJ_1_5
EN-B1-00878,B1,44,forbidden,adjective,금지된,CEFRJ_1_5
EN-B1-00879,B1,44,forecast,noun,예보; 예측,CEFRJ_1_5
EN-B1-00880,B1,44,forehead,noun,이마,CEFRJ_1_5
EN-B1-00881,B1,45,forgive,verb,용서하다,CEFRJ_1_5
EN-B1-00882,B1,45,form,verb,형성하다; 구성하다,CEFRJ_1_5
EN-B1-00883,B1,45,formal,adjective,공식적인; 격식을 차린,CEFRJ_1_5
EN-B1-00884,B1,45,formally,adverb,공식적으로,CEFRJ_1_5
EN-B1-00885,B1,45,format,noun,형식; 구성,CEFRJ_1_5
EN-B1-00886,B1,45,format,verb,형식을 정하다,CEFRJ_1_5
EN-B1-00887,B1,45,former,adjective,이전의; 전자의,CEFRJ_1_5
EN-B1-00888,B1,45,formula,noun,공식; 방식,CEFRJ_1_5
EN-B1-00889,B1,45,forth,adverb,앞으로; 밖으로,CEFRJ_1_5
EN-B1-00890,B1,45,fortnight,noun,2주일,CEFRJ_1_5
EN-B1-00891,B1,45,fortunate,adjective,운이 좋은,CEFRJ_1_5
EN-B1-00892,B1,45,foundation,noun,기반; 재단,CEFRJ_1_5
EN-B1-00893,B1,45,fountain,noun,분수,CEFRJ_1_5
EN-B1-00894,B1,45,fragment,noun,파편; 조각,CEFRJ_1_5
EN-B1-00895,B1,45,freely,adverb,자유롭게,CEFRJ_1_5
EN-B1-00896,B1,45,freezer,noun,냉동고,CEFRJ_1_5
EN-B1-00897,B1,45,freezing,adjective,꽁꽁 얼어붙는,CEFRJ_1_5
EN-B1-00898,B1,45,frequency,noun,빈도; 주파수,CEFRJ_1_5
EN-B1-00899,B1,45,frequent,adjective,빈번한; 잦은,CEFRJ_1_5
EN-B1-00900,B1,45,frequently,adverb,자주; 빈번히,CEFRJ_1_5
EN-B1-00901,B1,46,freshman,noun,1학년생,CEFRJ_1_5
EN-B1-00902,B1,46,friendliness,noun,친절함,CEFRJ_1_5
EN-B1-00903,B1,46,fright,noun,공포; 놀람,CEFRJ_1_5
EN-B1-00904,B1,46,frost,noun,서리; 성에,CEFRJ_1_5
EN-B1-00905,B1,46,frozen,adjective,냉동된; 얼어붙은,CEFRJ_1_5
EN-B1-00906,B1,46,frustrated,adjective,좌절감을 느끼는,CEFRJ_1_5
EN-B1-00907,B1,46,frustration,noun,좌절감; 불만,CEFRJ_1_5
EN-B1-00908,B1,46,fry,verb,튀기다; 볶다,CEFRJ_1_5
EN-B1-00909,B1,46,frying pan,noun,프라이팬,CEFRJ_1_5
EN-B1-00910,B1,46,fuel,noun,연료,CEFRJ_1_5
EN-B1-00911,B1,46,full stop,noun,마침표,CEFRJ_1_5
EN-B1-00912,B1,46,full-time,adjective,전임의; 상근의,CEFRJ_1_5
EN-B1-00913,B1,46,full-time,adverb,전임으로; 상근으로,CEFRJ_1_5
EN-B1-00914,B1,46,function,noun,기능; 행사,CEFRJ_1_5
EN-B1-00915,B1,46,fund,noun,기금; 자금,CEFRJ_1_5
EN-B1-00916,B1,46,fund,verb,자금을 대다,CEFRJ_1_5
EN-B1-00917,B1,46,funeral,noun,장례식,CEFRJ_1_5
EN-B1-00918,B1,46,fur,noun,털; 모피,CEFRJ_1_5
EN-B1-00919,B1,46,furnish,verb,가구를 비치하다,CEFRJ_1_5
EN-B1-00920,B1,46,further,adverb,더 멀리; 더 나아가,CEFRJ_1_5
EN-B1-00921,B1,47,furthermore,adverb,게다가; 더욱이,CEFRJ_1_5
EN-B1-00922,B1,47,furthest,adverb,가장 멀리,CEFRJ_1_5
EN-B1-00923,B1,47,fuss,noun,야단법석; 소란,CEFRJ_1_5
EN-B1-00924,B1,47,future,adjective,미래의; 장래의,CEFRJ_1_5
EN-B1-00925,B1,47,gain,noun,이득; 증가,CEFRJ_1_5
EN-B1-00926,B1,47,gain,verb,얻다; 늘다,CEFRJ_1_5
EN-B1-00927,B1,47,gall,noun,뻔뻔함; 담즙,CEFRJ_1_5
EN-B1-00928,B1,47,gallon,noun,갤런,CEFRJ_1_5
EN-B1-00929,B1,47,gap,noun,틈; 격차,CEFRJ_1_5
